Flight No.,"Version,Booster [b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,Payload,Launch outcome,Version Booster,Booster landing,Date,Time
1,,CCAFS,,"3,130 kg",LEO,NASA,,,SAOCOM 1B,Success,F9 B5B1058.2,"No attempt
",4 February 2021,20:10:46
2,,KSC,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5,No attempt,16 February 2021,21:30
3,,KSC,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5B1049.6,"No attempt
",4 March 2021,05:12
4,,KSC,,"15,600 kg",LEO,MDA,,,Starlink,Success,F9 B5,Uncontrolled,11 March 2021,14:31
5,,CCAFS,,"15,600 kg",LEO,SES,,,Starlink,Success,F9 B5B1060.2,No attempt,14 March 2021,23:18
6,,CCAFS,,"4,311 kg",Polar orbit,Thaicom,,,GPS III,Success,F9 B5B1058.3,No attempt,24 March 2021,12:46:14
7,,KSC,,"~12,500 kg",GTO,NASA,,,Crew-1,"Success
",F9 B5B1051.6,Controlled,7 April 2021,11:29:34
8,,VAFB,,"1,192 kg",GTO,Orbcomm,,,Sentinel-6 Michael Freilich (Jason-CS A),Success,F9 B5,Controlled,23 April 2021,12:25:57
9,,CCAFS,,"15,600 kg",LEO,AsiaSat,,,Starlink,Success,F9 B5,No attempt,29 April 2021,15:31:34
10,,KSC,,"2,972 kg",LEO,AsiaSat,,,SpaceX CRS-21,Success,F9 B5,"No attempt
",4 May 2021,23:24:23
11,,CCSFS,,"7,000 kg",GTO,NASA,,,SXM-7,Success,F9 B5,Uncontrolled,9 May 2021,00:27
12,,KSC,,C,GTO,NASA,,,NROL-108,Success,F9 B5 ♺,Failure ,15 May 2021,17:17:08
13,,CCSFS,,"3,500 kg",LEO,USAF,,,Türksat 5A,"Success
",F9 B5 ♺,Controlled,26 May 2021,02:13
14,,KSC,,"15,600 kg",LEO,ABS,,,Starlink,"Success
",F9 B5 ♺,No attempt,3 June 2021,16:17:08
15,,CCSFS,,"~5,000 kg",HEO,NASA,,,Transporter-1,"Success
",F9 B5 ♺,Failure,6 June 2021,17:30:00
16,,CCSFS,,0,GTO,,,,Starlink,"Success
",F9 B5,No attempt,4 June 2010,14:00:00
17,,CCSFS,,0,LEO,NASA,,,Starlink,Failure,F9 B5B1051.8,Precluded,8 December 2010,02:15
18,,KSC,,525 kg,GTO,Orbcomm,,,Starlink,"Success
",F9 B5B1058.5,Success,22 May 2012,13:02
19,,CCSFS,,"4,700 kg",LEO,NASA,,,Starlink,"Success
",F9 B5 ♺,Failure,8 October 2012,15:00
20,,KSC,,"4,877 kg",LEO,SES,,,Starlink,"Success
",F9 B5 ♺,Failure,1 March 2013,06:19
21,,CCSFS,,500 kg,LEO,NASA,,,Starlink,Success,F9 B5 ♺,Success,29 September 2013,03:59:37
22,,CCSFS,,"3,170 kg",GTO,SKY Perfect JSAT Group,,,Starlink,"Success
",F9 B5 ♺,Success,3 December 2013,08:24
23,,KSC,,"3,325 kg",LEO,Thaicom,,,Crew-2,"Success
",F9 B5 ♺,Success,6 January 2014,08:13:29
24,,CCSFS,,"2,296 kg",GTO,ABS,,,Starlink,"Success
",F9 B5B1060.6,Failure,18 April 2014,10:01
25,,KSC,,"1,316 kg",GTO,NASA,,,Starlink,"Success
",F9 B5 ♺,Success,14 July 2014,08:28
26,,CCSFS,,"4,535 kg",GTO,SKY Perfect JSAT Group,,,Starlink,"Success
",F9 B5B1061.2,Success,5 August 2014,16:34
27,,KSC,,"4,428 kg",LEO,Iridium Communications,,,Starlink,"Success
",F9 B5B1060.7,Success,7 September 2014,9:49
28,,CCSFS,,"2,216 kg",GTO,NASA,,,Starlink,"Success
",F9 B5B1049.9,Success,21 September 2014,03:44
29,,KSC,,"2,395 kg",Polar,EchoStar,,,SpaceX CRS-22,"Success
",F9 B5B1051.10,No attempt,10 January 2015,19:01
30,,CCSFS,,570 kg,LEO,SES,,,SXM-8,Success,F9 B5B1058.8,Success,11 February 2015,06:42
31,,CCAFS,,"4,159 kg",GTO,NRO,,,Dragon Spacecraft Qualification Unit,"Success
",F9 B5B1063.2,Success,2 March 2015,22:56
32,,CCAFS,,"1,898 kg",GTO,Inmarsat,,,Dragon,"Success
",F9 B5B1067.1,No attempt,14 April 2015,18:59
33,,CCAFS,,"4,707 kg",LEO,NASA,,,Dragon,"Success
",F9 B5,Success,27 April 2015,17:29
34,,CCAFS,,"1,952 kg",GTO,Bulsatcom,,,SpaceX CRS-1,"Success
",F9 v1.0B0003.1,Success,28 June 2015,04:26
35,,CCAFS,,"2,034 kg",LEO,Iridium Communications,,,SpaceX CRS-2,"Success
",F9 v1.0B0004.1,Success,22 December 2015,18:45
36,,VAFB,,553 kg,GTO,Intelsat,,,CASSIOPE,"Success
",F9 v1.0B0005.1,No attempt,17 January 2016,15:43
37,,CCAFS,,"5,271 kg",LEO,NASA,,,SES-8,"Success
",F9 v1.0B0006.1,Success,4 March 2016,07:44
38,,CCAFS,,"3,136 kg",GTO,NSPO,,,Thaicom 6,"Success
",F9 v1.0B0007.1,Success,8 April 2016,00:35
39,,Cape Canaveral,,"4,696 kg",LEO,USAF,,,SpaceX CRS-3,"Success
",F9 v1.1B1003,Success,6 May 2016,15:10
40,,Cape Canaveral,,"3,100 kg",SSO,Iridium Communications,,,Orbcomm-OG2,"Success
",F9 v1.1,Success,27 May 2016,16:00
41,,Cape Canaveral,,"3,600 kg",LEO,SES S.A.,,,AsiaSat 8,"Success
",F9 v1.1,Success,15 June 2016,22:41
42,,Cape Canaveral,,"2,257 kg",Polar,KT Corporation,,,AsiaSat 6,"Success
",F9 v1.1,Success,18 July 2016,22:06
43,,Cape Canaveral,,"4,600 kg",GTO,NASA,,,SpaceX CRS-4,"Success
",F9 v1.1,Success,14 August 2016,19:25
44,,Cape Canaveral,,"9,600 kg",GTO,Iridium Communications,,,SpaceX CRS-5,Success,F9 v1.1,Controlled,14 January 2017,15:15
45,,Cape Canaveral,,"2,490 kg",LEO,Northrop Grumman,,,DSCOVR,Success,F9 v1.1,Success,19 February 2017,08:00
46,,Cape Canaveral,,"5,600 kg",Polar,SES,,,ABS-3A,Success,F9 v1.1,Controlled,16 March 2017,05:00
47,,Cape Canaveral,,"5,300 kg",LEO,Hisdesat,,,SpaceX CRS-6,Success,F9 v1.1,No attempt,30 March 2017,05:52
48,,Cape Canaveral,,C,GTO,Hispasat,,,TürkmenÄlem 52°E / MonacoSAT,Success,F9 v1.1,No attempt,1 May 2017,09:47
49,,Cape Canaveral,,"6,070 kg",SSO,Iridium Communications,,,SpaceX CRS-7,Success,F9 v1.1,No attempt,15 May 2017,23:03
50,,Cape Canaveral,,"2,708 kg",GTO,NASA,,,Orbcomm-OG2,Success,F9 v1.1,No attempt,3 June 2017,03:50
51,,VAFB,,"3,669 kg",Polar,NASA,,,Jason-3,Success,F9 v1.1,Success,23 June 2017,20:10
52,,Cape Canaveral,,"9,600 kg",LEO,Thales-Alenia,,,SES-9,Success,F9 v1.1,Success,25 June 2017,23:03
53,,Cape Canaveral,,"6,761 kg",HEO,Iridium Communications,,,SpaceX CRS-8,Success,F9 FT,No attempt,5 July 2017,14:21
54,,Cape Canaveral,,"3,310 kg",GTO,SES,,,JCSAT-14,Success,F9 v1.1,No attempt,14 August 2017,01:29
55,,Cape Canaveral,,475 kg,Polar,NASA,,,Thaicom 8,Success,F9 FT,No attempt,24 August 2017,18:42
56,,Cape Canaveral,,"4,990 kg",GTO,Telesat,,,ABS-2A,Success,F9 FT,Success,7 September 2017,23:35
57,,Cape Canaveral,,"9,600 kg",LEO,Iridium Communications,,,SpaceX CRS-9,Success,F9 FT,Success,9 October 2017,20:43
58,,Cape Canaveral,,"5,200 kg",GTO,Telkom Indonesia,,,JCSAT-16,Success,F9 FT,Success,11 October 2017,05:21
59,,VAFB,,"3,500 kg",Polar,Telesat,,,Iridium NEXT,Success,F9 FT,Success,30 October 2017,21:39
60,,KSC,,"2,205 kg",GTO,CONAE,,,SpaceX CRS-10,Success,F9 FT,Success,15 December 2017,14:29
61,,KSC,,"9,600 kg",GTO,Es'hailSat,,,EchoStar 23,Success,F9 FT,Success,23 December 2017,04:45
62,,KSC,,C,SSO,Spaceflight Industries,,,SES-10,Success,F9 FT,Success,8 January 2018,05:26
63,,KSC,,"4,230 kg",GTO,NASA,,,NROL-76,"Success
",F9 FT,Failure,31 January 2018,17:54
64,,KSC,,"2,150 kg",SSO,USAF,,,Inmarsat-5 F4,Success,F9 FT,No attempt,22 February 2018,14:39
65,,KSC,,"6,092 kg",LEO,Iridium Communications,,,SpaceX CRS-11,"Success
",F9 FT♺,Success,6 March 2018,06:00
66,,KSC,,"9,600 kg",MEO,PSN,,,BulgariaSat-1,"Success
",F9 FT,Success,30 March 2018,22:27
67,,VAFB,,"2,647 kg",Polar,NASA,,,Iridium NEXT,"Success
",F9 FT,Success,2 April 2018,11:15
68,,KSC,,362 kg,GTO,NASA,,,Intelsat 35e,"Success
",F9 FT,Success,18 April 2018,23:21
69,,KSC,,"3,600 kg",LEO,SpaceX,,,SpaceX CRS-12,"Success
",F9 FTB1029.2,Success,11 May 2018,21:07
70,,VAFB,,"6,460 kg",LEO,Canadian Space Agency,,,Formosat-5,"Success
",F9 FT,Success,22 May 2018,19:10
71,,KSC,,"5,384 kg",LEO,NASA,,,Boeing X-37B,"Success
",F9 FT,Success,4 June 2018,20:25
72,,VAFB,,"2,697 kg",SSO,Spacecom,,,Iridium NEXT,"Success
",F9 B4,No attempt,29 June 2018,23:38
73,,KSC,,"7,075 kg",LEO,SpaceX,,,SES-11,"Success
",F9 FT,Success,22 July 2018,16:31
74,,KSC,,"9,600 kg",GTO,NASA,,,Koreasat 5A,"Success
",F9 B4,Success,25 July 2018,18:51
75,,Cape Canaveral,,"5,800 kg",LEO,Sky Perfect JSAT,,,SpaceX CRS-13,"Success
",F9 B4,Success,7 August 2018,14:00
76,,VAFB,,"7,060 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 FTB1031.2,Success,10 September 2018,12:37
77,,CCAFS,,"3,000 kg",GTO,NASA,,,Zuma,"Success
",F9 B4,"No attempt
",8 October 2018,22:53:00
78,,CCAFS,,"5,300 kg",LEO,SpaceX,,,GovSat-1,"Success
",F9 FTB1035.2,Success,15 November 2018,19:34
79,,VAFB,,"~4,000 kg",Sub-orbital,SpaceX,,,Paz,"Success
",F9 FTB1036.2,Failure,3 December 2018,15:36
80,,CCAFS,,"2,500 kg",LEO,NASA,,,Hispasat 30W-6,"Success
",F9 B4,Success,5 December 2018,01:27
81,,VAFB,,"4,400 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 FTB1032.2,Failure,23 December 2018,01:00
82,,CCAFS,,"9,600 kg",LEO,SpaceX,,,SpaceX CRS-14,"Success
",F9 FTB1038.2,Success,11 January 2019,21:25
83,,CCAFS,,"4,850 kg",LEO,NASA,,,Transiting Exoplanet Survey Satellite,"Success
",F9 B4,Success,22 February 2019,14:17
84,,KSC,,"12,055 kg",LEO,SpaceX,,,Bangabandhu-1,"Success
",F9 B4B1041.2,Success,2 March 2019,05:33
85,,VAFB,,"2,495 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 B4B1039.2,Success,4 May 2019,14:14
86,,CCAFS,,"13,620 kg",LEO,U.S. Space Force,,,SES-12,"Success
",F9 B4,Success,24 May 2019,20:30
87,,CCAFS,,"4,200 kg",LEO,Republic of Korea Army,,,SpaceX CRS-15,"Success
",F9 B5B1046.1,Success,12 June 2019,22:51
88,,CCAFS,,"2,268 kg",MEO,SpaceX,,,Telstar 19V,"Success
",F9 B4B1043.2,Success,25 July 2019,20:14
89,,VAFB,,"6,500 kg",GTO,SpaceX,,,Iridium NEXT,"Success
",F9 B4B1040.2,Success,6 August 2019,19:47
90,,CCAFS,,"15,600 kg",LEO,CONAE,,,Merah Putih,"Success
",F9 B4B1045.2,Success,11 November 2019,04:45
91,,CCAFS,,"2,617 kg",LEO,SpaceX,,,Telstar 18V,"Success
",F9 B5,Success,5 December 2019,09:42
92,,VAFB,,"6,956 kg",SSO,SpaceX,,,SAOCOM 1A,"Success
",F9 B5B1048,Success,17 December 2019,05:50
93,,KSC,,"15,600 kg",LEO,SpaceX,,,Es'hail 2,"Success
",F9 B5B1046.2,Success,7 January 2020,11:39
94,,VAFB,,"12,050 kg",LEO,SpaceX,,,SSO-A,"Success
",F9 B5,Success,19 January 2020,05:18
95,,CCAFS,,"15,600 kg",LEO,USSF,,,SpaceX CRS-16,"Success
",F9 B5B1048.2,Success,29 January 2020,04:45
96,,CCAFS,,"15,600 kg",LEO,NASA,,,GPS III,"Success
",F9 B5B1047.2,Success,17 February 2020,02:22
97,,VAFB,,"1,977 kg",MEO,NASA,,,Iridium NEXT,"Success
",F9 B5B1046.3,Success,7 March 2020,20:46
98,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Nusantara Satu,"Success
",F9 B5,Success,18 March 2020,18:34:05
99,,KSC,,"15,600 kg",LEO,NASA,,,Crew Dragon Demo-1,"Success
",F9 B5,Success,22 April 2020,18:16
100,,CCAFS,,"12,530 kg",LEO,Sirius XM,,,SpaceX CRS-17,"Success
",F9 B5B1049.2,Success,30 May 2020,13:51
101,,CCAFS,,"15,600 kg",LEO,NRO,,,Starlink,"Success
",F9 B5B1048.3,Success,4 June 2020,15:31
102,,VAFB,,"15,410 kg",GTO,Türksat,,,RADARSAT Constellation,"Success
",F9 B5[268],Success,13 June 2020,01:45
103,,CCAFS,,"4,311 kg",LEO,SpaceX,,,SpaceX CRS-18,"Success
",F9 B5,Success,30 June 2020,07:49
104,,CCAFS,,"5,000–6,000 kg",GTO,SpaceX,,,AMOS-17,"Success
",F9 B5B1049.3,Failure,20 July 2020,06:48
105,,CCAFS,,"14,932 kg",LEO,NASA,,,Starlink,Success,F9 B5B1051.2,Failure,7 August 2020,02:30
106,,CCAFS,,"~15,440 kg",SSO,NASA,,,SpaceX CRS-19,Success,F9 B5B1056.2,"No attempt
",18 August 2020,14:17
107,,CCAFS,,"3,130 kg",LEO,NASA,,,JCSat-18,"Success
",F9 B5B1047.3,No attempt,30 August 2020,22:01
108,,CCAFS,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5,"No attempt
",3 September 2020,23:23
109,,KSC,,"15,600 kg",LEO,MDA,,,Crew Dragon in-flight abort test,Success,F9 B5,Uncontrolled,6 October 2020,14:56
110,,CCAFS,,"15,600 kg",LEO,SES,,,Starlink,Success,F9 B5B1056.3,No attempt,18 October 2020,17:29
111,,CCAFS,,"15,600 kg",LEO,Thaicom,,,Starlink,Success,F9 B5,No attempt,24 October 2020,00:10
112,,CCAFS,,"4,311 kg",Polar orbit,NASA,,,SpaceX CRS-20,"Success
",F9 B5,Controlled,5 November 2020,02:19:21
113,,KSC,,"~12,500 kg",GTO,Orbcomm,,,Starlink,Success,F9 B5,Controlled,16 November 2020,15:30
114,,KSC,,"1,192 kg",GTO,AsiaSat,,,Starlink,Success,F9 B5,No attempt,21 November 2020,14:07
115,,KSC,,"15,600 kg",LEO,AsiaSat,,,Crew Dragon Demo-2,Success,F9 B5,"No attempt
",25 November 2020,15:05
116,,CCAFS,,"2,972 kg",LEO,NASA,,,Starlink,Success,F9 B5,Uncontrolled,6 December 2020,04:50
117,,CCAFS,,"7,000 kg",GTO,NASA,,,Starlink,Success,F9 B5,Failure ,13 December 2020,12:16
118,,CCAFS,,C,GTO,USAF,,,GPS III,"Success
",F9 B5,Controlled,19 December 2020,19:30
119,,CCAFS,,"3,500 kg",LEO,ABS,,,ANASIS-II,"Success
",F9 B5,No attempt,8 January 2021,19:22
120,,KSC,,"15,600 kg",LEO,NASA,,,Starlink,"Success
",F9 B5,Failure,20 January 2021,01:25
121,,CCAFS,,"~5,000 kg",HEO,,,,Starlink,"Success
",F9 B5,No attempt,24 January 2021,09:21
1,,CCAFS,,0,GTO,NASA,,,SAOCOM 1B,Failure,F9 B5B1058.2,Precluded,4 February 2021,20:10:46
2,,KSC,,0,LEO,Orbcomm,,,Starlink,"Success
",F9 B5,Success,16 February 2021,21:30
3,,KSC,,525 kg,GTO,NASA,,,Starlink,"Success
",F9 B5B1049.6,Failure,4 March 2021,05:12
4,,KSC,,"4,700 kg",LEO,SES,,,Starlink,"Success
",F9 B5,Failure,11 March 2021,14:31
5,,CCAFS,,"4,877 kg",LEO,NASA,,,Starlink,Success,F9 B5B1060.2,Success,14 March 2021,23:18
6,,CCAFS,,500 kg,LEO,SKY Perfect JSAT Group,,,GPS III,"Success
",F9 B5B1058.3,Success,24 March 2021,12:46:14
7,,KSC,,"3,170 kg",GTO,Thaicom,,,Crew-1,"Success
",F9 B5B1051.6,Success,7 April 2021,11:29:34
8,,VAFB,,"3,325 kg",LEO,ABS,,,Sentinel-6 Michael Freilich (Jason-CS A),"Success
",F9 B5,Failure,23 April 2021,12:25:57
9,,CCAFS,,"2,296 kg",GTO,NASA,,,Starlink,"Success
",F9 B5,Success,29 April 2021,15:31:34
10,,KSC,,"1,316 kg",GTO,SKY Perfect JSAT Group,,,SpaceX CRS-21,"Success
",F9 B5,Success,4 May 2021,23:24:23
11,,CCSFS,,"4,535 kg",GTO,Iridium Communications,,,SXM-7,"Success
",F9 B5,Success,9 May 2021,00:27
12,,KSC,,"4,428 kg",LEO,NASA,,,NROL-108,"Success
",F9 B5 ♺,Success,15 May 2021,17:17:08
13,,CCSFS,,"2,216 kg",GTO,EchoStar,,,Türksat 5A,"Success
",F9 B5 ♺,No attempt,26 May 2021,02:13
14,,KSC,,"2,395 kg",Polar,SES,,,Starlink,Success,F9 B5 ♺,Success,3 June 2021,16:17:08
15,,CCSFS,,570 kg,LEO,NRO,,,Transporter-1,"Success
",F9 B5 ♺,Success,6 June 2021,17:30:00
16,,CCSFS,,"4,159 kg",GTO,Inmarsat,,,Dragon Spacecraft Qualification Unit,"Success
",F9 B5,No attempt,4 June 2010,14:00:00
17,,CCSFS,,"1,898 kg",GTO,NASA,,,Dragon,"Success
",F9 B5B1051.8,Success,8 December 2010,02:15
18,,KSC,,"4,707 kg",LEO,Bulsatcom,,,Dragon,"Success
",F9 B5B1058.5,Success,22 May 2012,13:02
19,,CCSFS,,"1,952 kg",GTO,Iridium Communications,,,SpaceX CRS-1,"Success
",F9 B5 ♺,Success,8 October 2012,15:00
20,,KSC,,"2,034 kg",LEO,Intelsat,,,SpaceX CRS-2,"Success
",F9 B5 ♺,No attempt,1 March 2013,06:19
21,,CCSFS,,553 kg,GTO,NASA,,,CASSIOPE,"Success
",F9 B5 ♺,Success,29 September 2013,03:59:37
22,,CCSFS,,"5,271 kg",LEO,NSPO,,,SES-8,"Success
",F9 B5 ♺,Success,3 December 2013,08:24
23,,KSC,,"3,136 kg",GTO,USAF,,,Thaicom 6,"Success
",F9 B5 ♺,Success,6 January 2014,08:13:29
24,,CCSFS,,"4,696 kg",LEO,Iridium Communications,,,SpaceX CRS-3,"Success
",F9 B5B1060.6,Success,18 April 2014,10:01
25,,KSC,,"3,100 kg",SSO,SES S.A.,,,Orbcomm-OG2,"Success
",F9 B5 ♺,Success,14 July 2014,08:28
26,,CCSFS,,"3,600 kg",LEO,KT Corporation,,,AsiaSat 8,"Success
",F9 B5B1061.2,Success,5 August 2014,16:34
27,,KSC,,"2,257 kg",Polar,NASA,,,AsiaSat 6,"Success
",F9 B5B1060.7,Success,7 September 2014,9:49
28,,CCSFS,,"4,600 kg",GTO,Iridium Communications,,,SpaceX CRS-4,Success,F9 B5B1049.9,Controlled,21 September 2014,03:44
29,,KSC,,"9,600 kg",GTO,Northrop Grumman,,,SpaceX CRS-5,Success,F9 B5B1051.10,Success,10 January 2015,19:01
30,,CCSFS,,"2,490 kg",LEO,SES,,,DSCOVR,Success,F9 B5B1058.8,Controlled,11 February 2015,06:42
31,,CCAFS,,"5,600 kg",Polar,Hisdesat,,,ABS-3A,Success,F9 B5B1063.2,No attempt,2 March 2015,22:56
32,,CCAFS,,"5,300 kg",LEO,Hispasat,,,SpaceX CRS-6,Success,F9 B5B1067.1,No attempt,14 April 2015,18:59
33,,CCAFS,,C,GTO,Iridium Communications,,,TürkmenÄlem 52°E / MonacoSAT,Success,F9 B5,No attempt,27 April 2015,17:29
34,,CCAFS,,"6,070 kg",SSO,NASA,,,SpaceX CRS-7,Success,F9 v1.0B0003.1,No attempt,28 June 2015,04:26
35,,CCAFS,,"2,708 kg",GTO,NASA,,,Orbcomm-OG2,Success,F9 v1.0B0004.1,Success,22 December 2015,18:45
36,,VAFB,,"3,669 kg",Polar,Thales-Alenia,,,Jason-3,Success,F9 v1.0B0005.1,Success,17 January 2016,15:43
37,,CCAFS,,"9,600 kg",LEO,Iridium Communications,,,SES-9,Success,F9 v1.0B0006.1,No attempt,4 March 2016,07:44
38,,CCAFS,,"6,761 kg",HEO,SES,,,SpaceX CRS-8,Success,F9 v1.0B0007.1,No attempt,8 April 2016,00:35
39,,Cape Canaveral,,"3,310 kg",GTO,NASA,,,JCSAT-14,Success,F9 v1.1B1003,No attempt,6 May 2016,15:10
40,,Cape Canaveral,,475 kg,Polar,Telesat,,,Thaicom 8,Success,F9 v1.1,Success,27 May 2016,16:00
41,,Cape Canaveral,,"4,990 kg",GTO,Iridium Communications,,,ABS-2A,Success,F9 v1.1,Success,15 June 2016,22:41
42,,Cape Canaveral,,"9,600 kg",LEO,Telkom Indonesia,,,SpaceX CRS-9,Success,F9 v1.1,Success,18 July 2016,22:06
43,,Cape Canaveral,,"5,200 kg",GTO,Telesat,,,JCSAT-16,Success,F9 v1.1,Success,14 August 2016,19:25
44,,Cape Canaveral,,"3,500 kg",Polar,CONAE,,,Iridium NEXT,Success,F9 v1.1,Success,14 January 2017,15:15
45,,Cape Canaveral,,"2,205 kg",GTO,Es'hailSat,,,SpaceX CRS-10,Success,F9 v1.1,Success,19 February 2017,08:00
46,,Cape Canaveral,,"9,600 kg",GTO,Spaceflight Industries,,,EchoStar 23,Success,F9 v1.1,Success,16 March 2017,05:00
47,,Cape Canaveral,,C,SSO,NASA,,,SES-10,"Success
",F9 v1.1,Failure,30 March 2017,05:52
48,,Cape Canaveral,,"4,230 kg",GTO,USAF,,,NROL-76,Success,F9 v1.1,No attempt,1 May 2017,09:47
49,,Cape Canaveral,,"2,150 kg",SSO,Iridium Communications,,,Inmarsat-5 F4,"Success
",F9 v1.1,Success,15 May 2017,23:03
50,,Cape Canaveral,,"6,092 kg",LEO,PSN,,,SpaceX CRS-11,"Success
",F9 v1.1,Success,3 June 2017,03:50
51,,VAFB,,"9,600 kg",MEO,NASA,,,BulgariaSat-1,"Success
",F9 v1.1,Success,23 June 2017,20:10
52,,Cape Canaveral,,"2,647 kg",Polar,NASA,,,Iridium NEXT,"Success
",F9 v1.1,Success,25 June 2017,23:03
53,,Cape Canaveral,,362 kg,GTO,SpaceX,,,Intelsat 35e,"Success
",F9 FT,Success,5 July 2017,14:21
54,,Cape Canaveral,,"3,600 kg",LEO,Canadian Space Agency,,,SpaceX CRS-12,"Success
",F9 v1.1,Success,14 August 2017,01:29
55,,Cape Canaveral,,"6,460 kg",LEO,NASA,,,Formosat-5,"Success
",F9 FT,Success,24 August 2017,18:42
56,,Cape Canaveral,,"5,384 kg",LEO,Spacecom,,,Boeing X-37B,"Success
",F9 FT,No attempt,7 September 2017,23:35
57,,Cape Canaveral,,"2,697 kg",SSO,SpaceX,,,Iridium NEXT,"Success
",F9 FT,Success,9 October 2017,20:43
58,,Cape Canaveral,,"7,075 kg",LEO,NASA,,,SES-11,"Success
",F9 FT,Success,11 October 2017,05:21
59,,VAFB,,"9,600 kg",GTO,Sky Perfect JSAT,,,Koreasat 5A,"Success
",F9 FT,Success,30 October 2017,21:39
60,,KSC,,"5,800 kg",LEO,SpaceX,,,SpaceX CRS-13,"Success
",F9 FT,Success,15 December 2017,14:29
61,,KSC,,"7,060 kg",LEO,NASA,,,Iridium NEXT,"Success
",F9 FT,"No attempt
",23 December 2017,04:45
62,,KSC,,"3,000 kg",GTO,SpaceX,,,Zuma,"Success
",F9 FT,Success,8 January 2018,05:26
63,,KSC,,"5,300 kg",LEO,SpaceX,,,GovSat-1,"Success
",F9 FT,Failure,31 January 2018,17:54
64,,KSC,,"~4,000 kg",Sub-orbital,NASA,,,Paz,"Success
",F9 FT,Success,22 February 2018,14:39
65,,KSC,,"2,500 kg",LEO,SpaceX,,,Hispasat 30W-6,"Success
",F9 FT♺,Failure,6 March 2018,06:00
66,,KSC,,"4,400 kg",LEO,SpaceX,,,Iridium NEXT,"Success
",F9 FT,Success,30 March 2018,22:27
67,,VAFB,,"9,600 kg",LEO,NASA,,,SpaceX CRS-14,"Success
",F9 FT,Success,2 April 2018,11:15
68,,KSC,,"4,850 kg",LEO,SpaceX,,,Transiting Exoplanet Survey Satellite,"Success
",F9 FT,Success,18 April 2018,23:21
69,,KSC,,"12,055 kg",LEO,SpaceX,,,Bangabandhu-1,"Success
",F9 FTB1029.2,Success,11 May 2018,21:07
70,,VAFB,,"2,495 kg",LEO,U.S. Space Force,,,Iridium NEXT,"Success
",F9 FT,Success,22 May 2018,19:10
71,,KSC,,"13,620 kg",LEO,Republic of Korea Army,,,SES-12,"Success
",F9 FT,Success,4 June 2018,20:25
72,,VAFB,,"4,200 kg",LEO,SpaceX,,,SpaceX CRS-15,"Success
",F9 B4,Success,29 June 2018,23:38
73,,KSC,,"2,268 kg",MEO,SpaceX,,,Telstar 19V,"Success
",F9 FT,Success,22 July 2018,16:31
74,,KSC,,"6,500 kg",GTO,CONAE,,,Iridium NEXT,"Success
",F9 B4,Success,25 July 2018,18:51
75,,Cape Canaveral,,"15,600 kg",LEO,SpaceX,,,Merah Putih,"Success
",F9 B4,Success,7 August 2018,14:00
76,,VAFB,,"2,617 kg",LEO,SpaceX,,,Telstar 18V,"Success
",F9 FTB1031.2,Success,10 September 2018,12:37
77,,CCAFS,,"6,956 kg",SSO,SpaceX,,,SAOCOM 1A,"Success
",F9 B4,Success,8 October 2018,22:53:00
78,,CCAFS,,"15,600 kg",LEO,SpaceX,,,Es'hail 2,"Success
",F9 FTB1035.2,Success,15 November 2018,19:34
79,,VAFB,,"12,050 kg",LEO,USSF,,,SSO-A,"Success
",F9 FTB1036.2,Success,3 December 2018,15:36
80,,CCAFS,,"15,600 kg",LEO,NASA,,,SpaceX CRS-16,"Success
",F9 B4,Success,5 December 2018,01:27
81,,VAFB,,"15,600 kg",LEO,NASA,,,GPS III,"Success
",F9 FTB1032.2,Success,23 December 2018,01:00
82,,CCAFS,,"1,977 kg",MEO,SpaceX,,,Iridium NEXT,"Success
",F9 FTB1038.2,Success,11 January 2019,21:25
83,,CCAFS,,"15,600 kg",LEO,NASA,,,Nusantara Satu,"Success
",F9 B4,Success,22 February 2019,14:17
84,,KSC,,"15,600 kg",LEO,Sirius XM,,,Crew Dragon Demo-1,"Success
",F9 B4B1041.2,Success,2 March 2019,05:33
85,,VAFB,,"12,530 kg",LEO,NRO,,,SpaceX CRS-17,"Success
",F9 B4B1039.2,Success,4 May 2019,14:14
86,,CCAFS,,"15,600 kg",LEO,Türksat,,,Starlink,"Success
",F9 B4,Success,24 May 2019,20:30
87,,CCAFS,,"15,410 kg",GTO,SpaceX,,,RADARSAT Constellation,"Success
",F9 B5B1046.1,Success,12 June 2019,22:51
88,,CCAFS,,"4,311 kg",LEO,SpaceX,,,SpaceX CRS-18,"Success
",F9 B4B1043.2,Failure,25 July 2019,20:14
89,,VAFB,,"5,000–6,000 kg",GTO,NASA,,,AMOS-17,Success,F9 B4B1040.2,Failure,6 August 2019,19:47
90,,CCAFS,,"14,932 kg",LEO,NASA,,,Starlink,Success,F9 B4B1045.2,"No attempt
",11 November 2019,04:45
